time,open,high,low,close
2024-08-21 08:00:00,1.30154,1.30433,1.30124,1.30316
2024-08-21 12:00:00,1.30318,1.30795,1.30268,1.30758
2024-08-21 16:00:00,1.30755,1.31195,1.30715,1.30898
2024-08-21 20:00:00,1.309,1.30957,1.3084500000000001,1.30924
2024-08-22 00:00:00,1.30922,1.30968,1.3082099999999999,1.30865
2024-08-22 04:00:00,1.30864,1.31059,1.30807,1.30971
2024-08-22 08:00:00,1.3097400000000001,1.31283,1.3093,1.31114
2024-08-22 12:00:00,1.31115,1.31302,1.30816,1.30936
2024-08-22 16:00:00,1.30938,1.31019,1.30761,1.3084500000000001
2024-08-22 20:00:00,1.30843,1.30978,1.30841,1.30966
2024-08-23 00:00:00,1.30963,1.31074,1.30914,1.31024
2024-08-23 04:00:00,1.31023,1.31253,1.31023,1.3117
2024-08-23 08:00:00,1.31171,1.3136700000000001,1.31108,1.31215
2024-08-23 12:00:00,1.31211,1.32303,1.31083,1.31941
2024-08-23 16:00:00,1.31943,1.32207,1.31744,1.32098
2024-08-23 20:00:00,1.32094,1.32191,1.32059,1.32165
2024-08-25 20:00:00,1.3207900000000001,1.32153,1.32024,1.3214000000000001
2024-08-26 00:00:00,1.32142,1.32221,1.32017,1.32025
2024-08-26 04:00:00,1.32027,1.32097,1.31895,1.31946
2024-08-26 08:00:00,1.31949,1.32055,1.31796,1.31891
2024-08-26 12:00:00,1.3188900000000001,1.3209,1.3180100000000001,1.31845
2024-08-26 16:00:00,1.31842,1.32071,1.31802,1.31848
2024-08-26 20:00:00,1.31851,1.31928,1.31818,1.31914
2024-08-27 00:00:00,1.31917,1.31949,1.31795,1.31905
2024-08-27 04:00:00,1.31901,1.32155,1.31895,1.32
2024-08-27 08:00:00,1.31995,1.32467,1.3197999999999999,1.3220399999999999
2024-08-27 12:00:00,1.32205,1.3242099999999999,1.32032,1.32338
2024-08-27 16:00:00,1.32339,1.3265,1.32264,1.32623
2024-08-27 20:00:00,1.32622,1.3266,1.3254000000000001,1.3255
2024-08-28 00:00:00,1.32552,1.32603,1.3242,1.3247900000000001
2024-08-28 04:00:00,1.32478,1.32493,1.3216700000000001,1.32313
2024-08-28 08:00:00,1.32315,1.32432,1.32059,1.32095
2024-08-28 12:00:00,1.32096,1.32302,1.31897,1.32
2024-08-28 16:00:00,1.31995,1.31995,1.31671,1.31841
2024-08-28 20:00:00,1.31842,1.31942,1.31829,1.3192599999999999
2024-08-29 00:00:00,1.31928,1.32114,1.31928,1.3207
2024-08-29 04:00:00,1.32071,1.32268,1.3205200000000001,1.32199
2024-08-29 08:00:00,1.3219699999999999,1.3219699999999999,1.3168199999999999,1.31849
2024-08-29 12:00:00,1.31846,1.3185,1.31448,1.31844
2024-08-29 16:00:00,1.31845,1.31902,1.31632,1.31656
2024-08-29 20:00:00,1.31661,1.31711,1.31605,1.3164799999999999
2024-08-30 00:00:00,1.3165200000000001,1.31714,1.31616,1.31632
2024-08-30 04:00:00,1.31632,1.31982,1.31597,1.31902
2024-08-30 08:00:00,1.31902,1.31998,1.31684,1.31788
2024-08-30 12:00:00,1.3179,1.31867,1.31249,1.31307
2024-08-30 16:00:00,1.3130600000000001,1.3134000000000001,1.31093,1.31318
2024-08-30 20:00:00,1.31314,1.31358,1.31254,1.31272
2024-09-01 20:00:00,1.31262,1.31333,1.31172,1.31295
2024-09-02 00:00:00,1.31296,1.31378,1.31195,1.31277
2024-09-02 04:00:00,1.31276,1.31455,1.3122099999999999,1.31342
2024-09-02 08:00:00,1.3134299999999999,1.3146,1.31269,1.31293
2024-09-02 12:00:00,1.31291,1.3155000000000001,1.3129,1.31448
2024-09-02 16:00:00,1.31448,1.3147,1.31356,1.31457
2024-09-02 20:00:00,1.31457,1.31493,1.31375,1.31397
2024-09-03 00:00:00,1.31397,1.31471,1.31273,1.31288
2024-09-03 04:00:00,1.31288,1.31395,1.31084,1.3122
2024-09-03 08:00:00,1.31217,1.3128199999999999,1.3109199999999999,1.31217
2024-09-03 12:00:00,1.3121800000000001,1.3146,1.3087900000000001,1.31024
2024-09-03 16:00:00,1.31023,1.31078,1.30872,1.3107
2024-09-03 20:00:00,1.31074,1.31166,1.31045,1.31122
2024-09-04 00:00:00,1.31121,1.31149,1.31012,1.31109
2024-09-04 04:00:00,1.31105,1.31204,1.3100399999999999,1.3115299999999999
2024-09-04 08:00:00,1.3115,1.31273,1.31089,1.3119399999999999
2024-09-04 12:00:00,1.31193,1.3175,1.31061,1.31412
2024-09-04 16:00:00,1.3141,1.31529,1.31267,1.31437
2024-09-04 20:00:00,1.31437,1.31491,1.3141,1.31436
2024-09-05 00:00:00,1.3143799999999999,1.31563,1.31406,1.3146900000000001
2024-09-05 04:00:00,1.3146900000000001,1.31565,1.31365,1.31477
2024-09-05 08:00:00,1.31476,1.31734,1.31441,1.31595
2024-09-05 12:00:00,1.31597,1.31799,1.3151,1.31639
2024-09-05 16:00:00,1.31637,1.31852,1.31632,1.3170899999999999
2024-09-05 20:00:00,1.31708,1.31818,1.31702,1.31755
2024-09-06 00:00:00,1.31755,1.31817,1.31725,1.31769
2024-09-06 04:00:00,1.31769,1.3193,1.31714,1.31815
2024-09-06 08:00:00,1.31814,1.3184,1.31595,1.31764
2024-09-06 12:00:00,1.31766,1.32382,1.31266,1.31323
2024-09-06 16:00:00,1.3132,1.3139,1.31095,1.3133
2024-09-06 20:00:00,1.31332,1.31341,1.31284,1.31291
2024-09-08 20:00:00,1.31175,1.3138,1.31168,1.31311
2024-09-09 00:00:00,1.31314,1.3143,1.31288,1.31303
2024-09-09 04:00:00,1.31303,1.31328,1.30907,1.3105
2024-09-09 08:00:00,1.3105,1.3108,1.30725,1.30871
2024-09-09 12:00:00,1.3087,1.31005,1.30671,1.30819
2024-09-09 16:00:00,1.3082,1.31018,1.30721,1.3073299999999999
2024-09-09 20:00:00,1.3073000000000001,1.3076699999999999,1.3069,1.30707
2024-09-10 00:00:00,1.3070599999999999,1.3074,1.3057400000000001,1.30722
2024-09-10 04:00:00,1.30722,1.31076,1.30711,1.30894
2024-09-10 08:00:00,1.30894,1.31044,1.30783,1.30893
2024-09-10 12:00:00,1.30892,1.30946,1.3049,1.30643
2024-09-10 16:00:00,1.30643,1.30864,1.30558,1.3085200000000001
2024-09-10 20:00:00,1.30851,1.30857,1.30736,1.30793
2024-09-11 00:00:00,1.30792,1.30976,1.30698,1.30937
2024-09-11 04:00:00,1.30935,1.31113,1.30772,1.30824
2024-09-11 08:00:00,1.30826,1.3097699999999999,1.30745,1.30912
2024-09-11 12:00:00,1.30914,1.30931,1.30017,1.30231
2024-09-11 16:00:00,1.30229,1.30495,1.30199,1.30431
2024-09-11 20:00:00,1.30434,1.30454,1.30375,1.30376
2024-09-12 00:00:00,1.30376,1.30431,1.30317,1.30427
2024-09-12 04:00:00,1.3042799999999999,1.30564,1.3037,1.3038699999999999
2024-09-12 08:00:00,1.30385,1.30603,1.30322,1.30381
2024-09-12 12:00:00,1.30381,1.30843,1.30372,1.308
2024-09-12 16:00:00,1.308,1.31197,1.30796,1.31183
2024-09-12 20:00:00,1.3118,1.31323,1.31145,1.3132
2024-09-13 00:00:00,1.31321,1.31498,1.31307,1.31485
2024-09-13 04:00:00,1.31488,1.31504,1.31243,1.31458
2024-09-13 08:00:00,1.31456,1.31522,1.31159,1.3121800000000001
2024-09-13 12:00:00,1.31217,1.31577,1.31146,1.31393
2024-09-13 16:00:00,1.31391,1.31394,1.31176,1.31237
2024-09-13 20:00:00,1.31235,1.31269,1.3121800000000001,1.31242
2024-09-15 20:00:00,1.31176,1.3136700000000001,1.31139,1.31346
2024-09-16 00:00:00,1.3134700000000001,1.31629,1.3134700000000001,1.31595
2024-09-16 04:00:00,1.31593,1.31737,1.3152,1.31704
2024-09-16 08:00:00,1.3170600000000001,1.32038,1.31691,1.31996
2024-09-16 12:00:00,1.31997,1.3214000000000001,1.31872,1.32007
2024-09-16 16:00:00,1.32007,1.32135,1.31943,1.32123
2024-09-16 20:00:00,1.32124,1.32181,1.32047,1.32097
2024-09-17 00:00:00,1.32098,1.32115,1.32,1.3202099999999999
2024-09-17 04:00:00,1.3202099999999999,1.32187,1.31978,1.32171
2024-09-17 08:00:00,1.3216999999999999,1.3229600000000001,1.32065,1.32203
2024-09-17 12:00:00,1.32203,1.32247,1.3158,1.31632
2024-09-17 16:00:00,1.31629,1.31688,1.31455,1.31622
2024-09-17 20:00:00,1.31624,1.3168,1.31541,1.3167
2024-09-18 00:00:00,1.31668,1.3172,1.3161,1.3164799999999999
2024-09-18 04:00:00,1.3165,1.31994,1.31561,1.3197999999999999
2024-09-18 08:00:00,1.31982,1.32269,1.31945,1.32102
2024-09-18 12:00:00,1.32104,1.32538,1.31945,1.3197999999999999
2024-09-18 16:00:00,1.31975,1.32975,1.31748,1.31877
2024-09-18 20:00:00,1.31874,1.3218,1.31855,1.32029
2024-09-19 00:00:00,1.3203,1.32135,1.3153000000000001,1.32103
2024-09-19 04:00:00,1.3210600000000001,1.32581,1.32003,1.32469
2024-09-19 08:00:00,1.32466,1.3314300000000001,1.32444,1.3284799999999999
2024-09-19 12:00:00,1.32851,1.32908,1.32193,1.32786
2024-09-19 16:00:00,1.32788,1.32892,1.32734,1.32816
2024-09-19 20:00:00,1.3281399999999999,1.32862,1.32761,1.3280699999999999
2024-09-20 00:00:00,1.3280699999999999,1.33013,1.3271600000000001,1.3294000000000001
2024-09-20 04:00:00,1.32941,1.334,1.32864,1.3312300000000001
2024-09-20 08:00:00,1.3312,1.33168,1.32805,1.32996
2024-09-20 12:00:00,1.32995,1.3323,1.32679,1.33038
2024-09-20 16:00:00,1.3304,1.33312,1.3302,1.33156
2024-09-20 20:00:00,1.33159,1.33233,1.33131,1.33217
2024-09-22 20:00:00,1.33054,1.33227,1.33051,1.3312
2024-09-23 00:00:00,1.33118,1.33197,1.33076,1.33093
2024-09-23 04:00:00,1.3309199999999999,1.33202,1.32598,1.3262
2024-09-23 08:00:00,1.32618,1.33186,1.32483,1.33122
2024-09-23 12:00:00,1.33122,1.33594,1.3299400000000001,1.33503
2024-09-23 16:00:00,1.33504,1.3354,1.33369,1.33466
2024-09-23 20:00:00,1.33471,1.33503,1.33399,1.33483
2024-09-24 00:00:00,1.33483,1.3357,1.33398,1.33526
2024-09-24 04:00:00,1.33526,1.33661,1.33316,1.3349
2024-09-24 08:00:00,1.3348900000000001,1.3383,1.3348499999999999,1.337
2024-09-24 12:00:00,1.337,1.33984,1.33674,1.3375
2024-09-24 16:00:00,1.33753,1.34151,1.33751,1.34147
2024-09-24 20:00:00,1.34147,1.34277,1.3409900000000001,1.34267
2024-09-25 00:00:00,1.34267,1.34296,1.34103,1.3422399999999999
2024-09-25 04:00:00,1.34225,1.34234,1.33823,1.33891
2024-09-25 08:00:00,1.3388900000000001,1.33937,1.3363399999999999,1.33756
2024-09-25 12:00:00,1.33753,1.34122,1.33345,1.33375
2024-09-25 16:00:00,1.33375,1.33418,1.3312300000000001,1.33158
2024-09-25 20:00:00,1.33155,1.33233,1.33122,1.33135
2024-09-26 00:00:00,1.33134,1.33404,1.33121,1.3338700000000001
2024-09-26 04:00:00,1.3338700000000001,1.3357700000000001,1.3334,1.33438
2024-09-26 08:00:00,1.33434,1.3388900000000001,1.33338,1.33738
2024-09-26 12:00:00,1.33739,1.3434300000000001,1.33506,1.34281
2024-09-26 16:00:00,1.34279,1.34279,1.34047,1.34145
2024-09-26 20:00:00,1.34145,1.34157,1.34061,1.34105
2024-09-27 00:00:00,1.34104,1.34107,1.33846,1.33927
2024-09-27 04:00:00,1.33926,1.33964,1.3360400000000001,1.3366799999999999
2024-09-27 08:00:00,1.3367200000000001,1.33974,1.33595,1.33878
2024-09-27 12:00:00,1.33877,1.34272,1.338,1.33934
2024-09-27 16:00:00,1.33935,1.33961,1.33722,1.3376299999999999
2024-09-27 20:00:00,1.3376000000000001,1.3377,1.3369,1.33722
2024-09-29 20:00:00,1.33696,1.33838,1.33676,1.33822
2024-09-30 00:00:00,1.33822,1.3389199999999999,1.3373300000000001,1.33839
2024-09-30 04:00:00,1.33838,1.33988,1.33739,1.33983
2024-09-30 08:00:00,1.33983,1.34226,1.3385500000000001,1.34024
2024-09-30 12:00:00,1.34022,1.3417,1.33599,1.33971
2024-09-30 16:00:00,1.3397000000000001,1.34079,1.33494,1.33709
2024-09-30 20:00:00,1.3371,1.33823,1.3367,1.3377
2024-10-01 00:00:00,1.33771,1.33895,1.33687,1.33704
2024-10-01 04:00:00,1.33703,1.33849,1.33341,1.33384
2024-10-01 08:00:00,1.33385,1.3348900000000001,1.33106,1.332
2024-10-01 12:00:00,1.33201,1.3328,1.32634,1.32791
2024-10-01 16:00:00,1.3279,1.329,1.32369,1.32804
2024-10-01 20:00:00,1.32808,1.32865,1.32717,1.32735
2024-10-02 00:00:00,1.32739,1.32957,1.32739,1.32854
2024-10-02 04:00:00,1.32855,1.33005,1.326,1.32874
2024-10-02 08:00:00,1.3287200000000001,1.33052,1.32747,1.32929
2024-10-02 12:00:00,1.32932,1.3296000000000001,1.32454,1.327
2024-10-02 16:00:00,1.32702,1.32782,1.32581,1.32709
2024-10-02 20:00:00,1.32707,1.32773,1.32613,1.3262399999999999
2024-10-03 00:00:00,1.32622,1.3265,1.32459,1.32503
2024-10-03 04:00:00,1.32503,1.32521,1.31482,1.31543
2024-10-03 08:00:00,1.31546,1.31559,1.30922,1.31127
2024-10-03 12:00:00,1.31124,1.31264,1.3091599999999999,1.31115
2024-10-03 16:00:00,1.31115,1.31317,1.31102,1.3121
2024-10-03 20:00:00,1.31207,1.31317,1.31195,1.31281
2024-10-04 00:00:00,1.3128,1.31354,1.31231,1.3128
2024-10-04 04:00:00,1.3128,1.3167200000000001,1.31232,1.31583
2024-10-04 08:00:00,1.3158400000000001,1.3174000000000001,1.31444,1.31692
2024-10-04 12:00:00,1.31692,1.31746,1.30691,1.31058
2024-10-04 16:00:00,1.31057,1.3128600000000001,1.30955,1.31262
2024-10-04 20:00:00,1.31265,1.31294,1.31173,1.31253
2024-10-06 20:00:00,1.31058,1.3124799999999999,1.31051,1.31227
2024-10-07 00:00:00,1.31226,1.31345,1.31183,1.3129
2024-10-07 04:00:00,1.31293,1.31308,1.30991,1.31117
2024-10-07 08:00:00,1.3112,1.31166,1.30591,1.30817
2024-10-07 12:00:00,1.30819,1.3094000000000001,1.3066,1.30795
2024-10-07 16:00:00,1.30793,1.30964,1.30686,1.30822
2024-10-07 20:00:00,1.30823,1.3088,1.30792,1.3084
2024-10-08 00:00:00,1.30839,1.31034,1.30839,1.30925
2024-10-08 04:00:00,1.30926,1.3103099999999999,1.30636,1.31013
2024-10-08 08:00:00,1.31016,1.3107199999999999,1.30858,1.3105
2024-10-08 12:00:00,1.3105,1.31132,1.30806,1.30922
2024-10-08 16:00:00,1.3092,1.31006,1.3075700000000001,1.30995
2024-10-08 20:00:00,1.30996,1.31052,1.30929,1.3093
2024-10-09 00:00:00,1.30929,1.31029,1.30827,1.30851
2024-10-09 04:00:00,1.30851,1.31016,1.30554,1.30826
2024-10-09 08:00:00,1.30823,1.30955,1.30677,1.30839
2024-10-09 12:00:00,1.30842,1.3089,1.30652,1.30785
2024-10-09 16:00:00,1.30783,1.30783,1.30618,1.3064
2024-10-09 20:00:00,1.30641,1.3075,1.30594,1.30664
2024-10-10 00:00:00,1.30664,1.30777,1.30644,1.30755
2024-10-10 04:00:00,1.30755,1.30887,1.30675,1.30831
2024-10-10 08:00:00,1.30834,1.30935,1.3066,1.3066499999999999
2024-10-10 12:00:00,1.30667,1.30894,1.30222,1.30519
2024-10-10 16:00:00,1.30523,1.30593,1.30216,1.3054999999999999
2024-10-10 20:00:00,1.30554,1.30641,1.3054000000000001,1.30612
2024-10-11 00:00:00,1.3061099999999999,1.30664,1.30515,1.30545
2024-10-11 04:00:00,1.30545,1.30749,1.30413,1.30744
2024-10-11 08:00:00,1.30744,1.30811,1.3051300000000001,1.30607
2024-10-11 12:00:00,1.30609,1.3083,1.30546,1.30691
2024-10-11 16:00:00,1.30689,1.3078,1.3063799999999999,1.30647
2024-10-11 20:00:00,1.30643,1.30716,1.30624,1.3068
2024-10-13 20:00:00,1.3060399999999999,1.30664,1.30462,1.3048199999999999
2024-10-14 00:00:00,1.3048199999999999,1.30624,1.30403,1.30589
2024-10-14 04:00:00,1.30589,1.30717,1.30558,1.30614
2024-10-14 08:00:00,1.30615,1.30679,1.30369,1.30384
2024-10-14 12:00:00,1.30382,1.30598,1.30295,1.30491
2024-10-14 16:00:00,1.3049,1.3061,1.30416,1.30548
2024-10-14 20:00:00,1.30546,1.30673,1.30537,1.30666
2024-10-15 00:00:00,1.30667,1.30685,1.30535,1.30542
2024-10-15 04:00:00,1.30542,1.30738,1.30352,1.3073000000000001
2024-10-15 08:00:00,1.3073000000000001,1.30965,1.3066900000000001,1.30758
2024-10-15 12:00:00,1.30762,1.31025,1.30737,1.3081800000000001
2024-10-15 16:00:00,1.3082,1.30849,1.3060100000000001,1.30673
2024-10-15 20:00:00,1.3066900000000001,1.30756,1.30627,1.30647
2024-10-16 00:00:00,1.30647,1.30771,1.30596,1.3070599999999999
2024-10-16 04:00:00,1.3070599999999999,1.30766,1.2982,1.30007
2024-10-16 08:00:00,1.30006,1.30321,1.29912,1.3030599999999999
2024-10-16 12:00:00,1.30308,1.30373,1.29955,1.2999
2024-10-16 16:00:00,1.29992,1.3005499999999999,1.29766,1.29818
2024-10-16 20:00:00,1.29818,1.29912,1.2981099999999999,1.2991
2024-10-17 00:00:00,1.29908,1.30011,1.29803,1.29862
2024-10-17 04:00:00,1.29865,1.29928,1.29734,1.29839
2024-10-17 08:00:00,1.29837,1.30171,1.29748,1.30152
2024-10-17 12:00:00,1.30152,1.3023,1.29792,1.30073
2024-10-17 16:00:00,1.30074,1.30151,1.29985,1.30126
2024-10-17 20:00:00,1.30126,1.30166,1.30076,1.30142
2024-10-18 00:00:00,1.30142,1.30263,1.30105,1.30206
2024-10-18 04:00:00,1.30205,1.30708,1.30192,1.30519
2024-10-18 08:00:00,1.30522,1.30533,1.30339,1.30449
2024-10-18 12:00:00,1.3045200000000001,1.3066499999999999,1.30196,1.30213
2024-10-18 16:00:00,1.30212,1.30456,1.30198,1.30423
2024-10-18 20:00:00,1.3042099999999999,1.30514,1.3041,1.3051300000000001
2024-10-20 20:00:00,1.30411,1.30561,1.30347,1.3051300000000001
2024-10-21 00:00:00,1.3051599999999999,1.30532,1.30417,1.30499
2024-10-21 04:00:00,1.30499,1.305,1.30194,1.30219
2024-10-21 08:00:00,1.30217,1.30332,1.3011599999999999,1.30189
2024-10-21 12:00:00,1.30186,1.30332,1.29794,1.29795
2024-10-21 16:00:00,1.29793,1.29912,1.29766,1.2983799999999999
2024-10-21 20:00:00,1.29837,1.2986,1.298,1.29823
2024-10-22 00:00:00,1.29825,1.29951,1.29795,1.29947
2024-10-22 04:00:00,1.29949,1.30145,1.29932,1.3009
2024-10-22 08:00:00,1.30087,1.30102,1.29654,1.29788
2024-10-22 12:00:00,1.29788,1.29849,1.29443,1.29681
2024-10-22 16:00:00,1.29678,1.2984200000000001,1.29654,1.29828
2024-10-22 20:00:00,1.29826,1.29885,1.29787,1.29805
2024-10-23 00:00:00,1.29801,1.29914,1.29708,1.29851
2024-10-23 04:00:00,1.29851,1.29946,1.29623,1.29637
2024-10-23 08:00:00,1.29635,1.29886,1.29496,1.29509
2024-10-23 12:00:00,1.29509,1.29615,1.2934700000000001,1.29436
2024-10-23 16:00:00,1.29436,1.29478,1.29071,1.2932299999999999
2024-10-23 20:00:00,1.2932299999999999,1.29332,1.29088,1.29151
2024-10-24 00:00:00,1.29155,1.29284,1.29114,1.29249
2024-10-24 04:00:00,1.29249,1.29683,1.29238,1.29616
2024-10-24 08:00:00,1.29616,1.29813,1.29482,1.29725
2024-10-24 12:00:00,1.29725,1.29879,1.29535,1.2963
2024-10-24 16:00:00,1.2962799999999999,1.2977699999999999,1.29478,1.29751
2024-10-24 20:00:00,1.29753,1.29773,1.2969,1.29712
2024-10-25 00:00:00,1.2971599999999999,1.29736,1.29607,1.29629
2024-10-25 04:00:00,1.29629,1.29766,1.29555,1.29703
2024-10-25 08:00:00,1.29699,1.29922,1.29683,1.29864
2024-10-25 12:00:00,1.29862,1.29984,1.29765,1.29772
2024-10-25 16:00:00,1.29771,1.29798,1.29581,1.29595
2024-10-25 20:00:00,1.2959399999999999,1.29626,1.2958,1.2961
2024-10-27 20:00:00,1.2953700000000001,1.2964,1.2953700000000001,1.29574
2024-10-28 00:00:00,1.29571,1.29633,1.29423,1.29427
2024-10-28 04:00:00,1.29425,1.29718,1.29391,1.297
2024-10-28 08:00:00,1.29699,1.29939,1.29599,1.2991
2024-10-28 12:00:00,1.29908,1.30015,1.29779,1.298
2024-10-28 16:00:00,1.29799,1.29884,1.29675,1.29734
2024-10-28 20:00:00,1.29736,1.29756,1.29644,1.29742
2024-10-29 00:00:00,1.29742,1.29769,1.29577,1.2960099999999999
2024-10-29 04:00:00,1.29602,1.29739,1.29578,1.29706
2024-10-29 08:00:00,1.29704,1.29926,1.2969300000000001,1.29855
2024-10-29 12:00:00,1.29854,1.3007,1.29667,1.30037
2024-10-29 16:00:00,1.30041,1.30114,1.29894,1.30056
2024-10-29 20:00:00,1.30054,1.30166,1.30032,1.3011
2024-10-30 00:00:00,1.30109,1.3020100000000001,1.29961,1.29988
2024-10-30 04:00:00,1.29988,1.30134,1.29953,1.3008199999999999
2024-10-30 08:00:00,1.30083,1.30268,1.29622,1.2971
2024-10-30 12:00:00,1.29707,1.30431,1.29366,1.30114
2024-10-30 16:00:00,1.3011,1.3018,1.29668,1.29701
2024-10-30 20:00:00,1.29696,1.29704,1.2953999999999999,1.29581
2024-10-31 00:00:00,1.2958,1.2959800000000001,1.29423,1.29495
2024-10-31 04:00:00,1.29493,1.2999100000000001,1.29461,1.29952
2024-10-31 08:00:00,1.2995,1.29996,1.29579,1.2978100000000001
2024-10-31 12:00:00,1.2978,1.29977,1.28431,1.28555
2024-10-31 16:00:00,1.28551,1.28938,1.28546,1.28917
2024-10-31 20:00:00,1.28914,1.29025,1.28884,1.28965
2024-11-01 00:00:00,1.28964,1.29021,1.28884,1.28983
2024-11-01 04:00:00,1.28982,1.29027,1.28841,1.28977
2024-11-01 08:00:00,1.28975,1.29227,1.28876,1.29195
2024-11-01 12:00:00,1.2919399999999999,1.29799,1.29161,1.2959100000000001
2024-11-01 16:00:00,1.29587,1.29627,1.2919800000000001,1.29204
2024-11-01 20:00:00,1.29204,1.2922500000000001,1.29158,1.29197
2024-11-03 20:00:00,1.29681,1.2968199999999999,1.29491,1.29518
2024-11-04 00:00:00,1.2952,1.29984,1.29509,1.29929
2024-11-04 04:00:00,1.29927,1.29969,1.2968899999999999,1.29696
2024-11-04 08:00:00,1.297,1.29828,1.29451,1.29769
2024-11-04 12:00:00,1.29766,1.2993299999999999,1.2959,1.29805
2024-11-04 16:00:00,1.29806,1.29812,1.2934,1.29536
2024-11-04 20:00:00,1.2953299999999999,1.29587,1.29494,1.29539
2024-11-05 00:00:00,1.29539,1.29618,1.2947600000000001,1.2953299999999999
2024-11-05 04:00:00,1.2953299999999999,1.29814,1.29524,1.29766
2024-11-05 08:00:00,1.29767,1.29943,1.29707,1.2990599999999999
2024-11-05 12:00:00,1.2991,1.30206,1.29785,1.30016
2024-11-05 16:00:00,1.30016,1.30373,1.3,1.30209
2024-11-05 20:00:00,1.30207,1.30476,1.30158,1.30422
2024-11-06 00:00:00,1.30422,1.30436,1.28634,1.2888
2024-11-06 04:00:00,1.28878,1.29275,1.2845900000000001,1.28659
2024-11-06 08:00:00,1.28655,1.29234,1.28509,1.28567
2024-11-06 12:00:00,1.28565,1.28894,1.2833700000000001,1.2889300000000001
2024-11-06 16:00:00,1.2889300000000001,1.2919100000000001,1.28702,1.28902
2024-11-06 20:00:00,1.28902,1.2898,1.28683,1.28823
2024-11-07 00:00:00,1.28822,1.29234,1.28756,1.29219
2024-11-07 04:00:00,1.29219,1.2947,1.29141,1.29297
